,job259_scenario1_508,job260_scenario1_509,job261_scenario4_510,
in27,0.11195480479028619,0.07020083517954778,0.19020995558128712,
B14,0.1284564817276556,0.19020995558128712,0.16709078922769566,
B11,0.1284564817276556,0.1284564817276556,0.2870999096294351,
cn12,0.0,0.017328106014201206,0.16709078922769566,
B54,0.2870999096294351,0.21689907444988732,0.4071090300311745,
B51,0.11195480479028619,0.11195480479028619,0.2870999096294351,
os4,0.09688995404814787,0.14669823927033943,0.2870999096294351,
in4,0.09688995404814787,0.07020083517954778,0.5271181504329139,
B33,0.1284564817276556,0.11195480479028619,0.11195480479028619,
sh10,0.19020995558128712,0.24846560212939506,0.16709078922769566,
in22,0.11195480479028619,0.11195480479028619,0.2870999096294351,
