,job404_scenario2_788,job405_scenario2_789,job406_scenario3_790,
in27,0.12000912040173939,0.06630996215956103,0.4151633456426277,
B14,0.25651991774084826,0.4151633456426277,0.19826427119274032,
B11,0.17514510483914886,0.10494426965960107,0.25651991774084826,
cn12,0.0,0.03474343448005335,0.17514510483914886,
B54,0.22495339006134052,0.2951542252408883,0.12000912040173939,
B51,0.05513598443740947,0.07825515079100098,0.5351724660443671,
os4,0.4151633456426277,0.4151633456426277,0.25651991774084826,
in4,0.07825515079100098,0.09108595037059414,0.2951542252408883,
B33,0.34496251046307985,0.5351724660443671,0.22495339006134052,
sh10,0.5351724660443671,0.5351724660443671,0.25651991774084826,
in22,0.22495339006134052,0.2951542252408883,0.25651991774084826,
