,job189_scenario0_368,job190_scenario3_370,job191_scenario4_371,
in27,0.18341941611281254,0.5074968113848461,0.3874876909831067,
B14,0.2674785705813673,0.5573050966070376,0.5074968113848461,
B11,0.18341941611281254,0.5074968113848461,0.4688625038848061,
cn12,0.06341029571107315,0.41060685733669816,0.41060685733669816,
B54,0.0,0.08844259272223165,0.2786525483035189,
B51,0.36709514102575047,0.6275059317865855,0.5074968113848461,
os4,0.29059773693495883,0.5074968113848461,0.3874876909831067,
in4,0.23772500776961225,0.5074968113848461,0.6275059317865855,
B33,0.33235170654569723,0.43729597620529836,0.34885338348306666,
sh10,0.5573050966070376,0.6275059317865855,0.3874876909831067,
in22,0.2786525483035189,0.5573050966070376,0.43729597620529836,
