RecordTimeStamp,SystemTick,AssignmentTick,JobId,WorkerId,JobArrivalTime,JobTime,FreeWorkersCount
1644423785,3,4,job0_scenario2_3,B14,3,4,5,
1644423785,5,6,job1_scenario4_5,B54,5,3,4,
1644423785,7,8,job2_scenario4_7,B11,7,4,3,
1644423785,8,9,job3_scenario2_8,B14,8,6,3,
1644423786,13,14,job4_scenario0_13,B54,13,13,4,
1644423786,15,16,job5_scenario0_15,B14,15,20,4,
1644423786,16,17,job6_scenario0_16,B11,16,22,3,
1644423786,17,18,job7_scenario1_17,in27,17,12,2,
1644423786,21,22,job8_scenario0_21,cn12,21,52,1,
1644423786,27,28,job9_scenario2_23,B54,23,6,1,
1644423786,30,31,job11_scenario3_26,in27,26,6,1,
1644423786,34,35,job13_scenario4_28,B54,28,5,1,
1644423786,36,37,job12_scenario1_27,B14,27,9,1,
1644423786,37,38,job15_scenario1_36,in27,36,11,1,
1644423786,39,40,job14_scenario1_35,B11,35,11,1,
1644423786,40,41,job16_scenario1_38,B54,38,6,1,
1644423786,46,47,job10_scenario2_24,B14,24,7,1,
1644423786,47,48,job17_scenario1_39,B54,39,5,1,
1644423786,49,50,job18_scenario1_47,in27,47,12,1,
1644423786,51,52,job19_scenario1_49,B11,49,12,1,
1644423787,53,54,job20_scenario1_50,B54,50,3,1,
1644423787,54,55,job22_scenario0_54,B14,54,14,1,
1644423787,57,58,job24_scenario1_57,B54,57,6,1,
1644423787,62,63,job27_scenario3_61,in27,61,5,1,
1644423787,64,65,job28_scenario2_64,B54,64,3,2,
1644423787,64,65,job25_scenario4_58,B11,58,4,1,
1644423787,68,69,job29_scenario1_67,B54,67,4,2,
1644423787,68,69,job21_scenario0_51,in27,51,24,1,
1644423787,69,70,job23_scenario0_56,B14,56,17,2,
1644423787,69,70,job26_scenario0_59,B11,59,22,1,
1644423787,73,74,job31_scenario2_71,B54,71,7,1,
1644423787,74,75,job32_scenario4_74,cn12,74,6,1,
1644423787,81,82,job36_scenario3_81,B54,81,7,2,
1644423787,81,82,job34_scenario3_79,cn12,79,10,1,
1644423787,87,88,job33_scenario2_77,B14,77,5,1,
1644423787,89,90,job41_scenario2_89,B54,89,5,1,
1644423788,92,93,job39_scenario1_84,B11,84,10,2,
1644423788,92,93,job38_scenario2_83,cn12,83,18,1,
1644423788,93,94,job42_scenario1_90,B14,90,6,2,
1644423788,93,94,job37_scenario0_82,in27,82,25,1,
1644423788,95,96,job44_scenario1_95,B54,95,2,1,
1644423788,98,99,job46_scenario4_97,B54,97,4,1,
1644423788,100,101,job48_scenario3_99,B14,99,3,1,
1644423788,103,104,job45_scenario1_96,B54,96,5,2,
1644423788,103,104,job50_scenario1_103,B11,103,11,1,
1644423788,104,105,job35_scenario0_80,B14,80,21,1,
1644423788,109,110,job51_scenario1_106,B54,106,8,1,
1644423788,111,112,job54_scenario3_109,cn12,109,10,1,
1644423788,115,116,job57_scenario2_114,B11,114,10,1,
