jobId,arrivalTime,maxStartDelay,urgency,minTimeForHandling,maxTimeForHandling,location,terrain,vehicle,timeOfTheDay,weather,scenarioType
job0_scenario2_10,10,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job1_scenario0_43,43,20,8,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job2_scenario0_48,48,20,10,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job3_scenario2_92,92,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job4_scenario4_109,109,20,8,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job5_scenario1_110,110,20,4,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job6_scenario0_153,153,20,10,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job7_scenario4_196,196,20,9,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job8_scenario2_207,207,20,7,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job9_scenario0_239,239,20,1,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job10_scenario1_243,243,20,8,0,0,west,asphalt,sedan,morning,sunshine,scenario1,
job11_scenario4_255,255,20,3,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job12_scenario4_260,260,20,7,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job13_scenario2_298,298,20,8,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job14_scenario1_326,326,20,10,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job15_scenario4_327,327,20,2,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job16_scenario2_363,363,20,6,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job17_scenario2_365,365,20,7,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job18_scenario2_367,367,20,3,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job19_scenario4_377,377,20,10,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job20_scenario0_404,404,20,7,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job21_scenario4_415,415,20,8,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job22_scenario0_429,429,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job23_scenario4_432,432,20,3,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job24_scenario2_464,464,20,5,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job25_scenario1_472,472,20,3,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job26_scenario4_516,516,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job27_scenario2_520,520,20,1,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job28_scenario0_525,525,20,3,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job29_scenario2_546,546,20,4,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job30_scenario2_552,552,20,7,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job31_scenario3_558,558,20,7,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job32_scenario2_573,573,20,4,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job33_scenario4_584,584,20,8,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job34_scenario2_589,589,20,10,0,0,south,asphalt,sedan,morning,sunshine,scenario2,
job35_scenario0_598,598,20,6,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job36_scenario0_615,615,20,2,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job37_scenario4_619,619,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job38_scenario4_626,626,20,1,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job39_scenario4_632,632,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job40_scenario0_640,640,20,9,0,0,north,asphalt,sedan,morning,sunshine,scenario0,
job41_scenario3_643,643,20,4,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job42_scenario2_670,670,20,1,0,0,east,asphalt,sedan,morning,sunshine,scenario2,
job43_scenario0_673,673,20,9,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job44_scenario4_677,677,20,4,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job45_scenario4_710,710,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job46_scenario3_737,737,20,5,0,0,south,asphalt,sedan,morning,sunshine,scenario3,
job47_scenario2_819,819,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job48_scenario3_853,853,20,8,0,0,north,asphalt,sedan,morning,sunshine,scenario3,
job49_scenario1_858,858,20,4,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job50_scenario4_1006,1006,20,10,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job51_scenario0_1025,1025,20,9,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job52_scenario2_1030,1030,20,2,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job53_scenario0_1170,1170,20,10,0,0,west,asphalt,sedan,morning,sunshine,scenario0,
job54_scenario4_1294,1294,20,3,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job55_scenario4_1317,1317,20,10,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job56_scenario4_1355,1355,20,2,0,0,east,asphalt,sedan,morning,sunshine,scenario4,
job57_scenario0_1572,1572,20,7,0,0,east,asphalt,sedan,morning,sunshine,scenario0,
job58_scenario3_1640,1640,20,9,0,0,west,asphalt,sedan,morning,sunshine,scenario3,
job59_scenario4_1831,1831,20,5,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job60_scenario4_1956,1956,20,4,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job61_scenario4_1998,1998,20,7,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job62_scenario0_2006,2006,20,4,0,0,south,asphalt,sedan,morning,sunshine,scenario0,
job63_scenario3_2014,2014,20,3,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job64_scenario4_2027,2027,20,1,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job65_scenario1_2904,2904,20,2,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job66_scenario4_3168,3168,20,8,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job67_scenario4_3182,3182,20,2,0,0,south,asphalt,sedan,morning,sunshine,scenario4,
job68_scenario4_3186,3186,20,5,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job69_scenario3_3312,3312,20,4,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job70_scenario2_3388,3388,20,6,0,0,north,asphalt,sedan,morning,sunshine,scenario2,
job71_scenario4_3400,3400,20,7,0,0,west,asphalt,sedan,morning,sunshine,scenario4,
job72_scenario1_3482,3482,20,6,0,0,south,asphalt,sedan,morning,sunshine,scenario1,
job73_scenario1_3509,3509,20,2,0,0,north,asphalt,sedan,morning,sunshine,scenario1,
job74_scenario3_3581,3581,20,2,0,0,east,asphalt,sedan,morning,sunshine,scenario3,
job75_scenario2_3619,3619,20,7,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
job76_scenario4_3623,3623,20,9,0,0,north,asphalt,sedan,morning,sunshine,scenario4,
job77_scenario2_3625,3625,20,1,0,0,west,asphalt,sedan,morning,sunshine,scenario2,
