RecordTimeStamp,SystemIsPauseNow,LastOfflineWokerId,CurrentSystemTick
1644417520,0,-,0,
1644417520,0,-,1,
1644417520,0,-,2,
1644417520,0,-,3,
1644417520,0,-,4,
1644417520,0,-,5,
1644417520,0,-,6,
1644417520,0,-,7,
1644417520,0,-,8,
1644417521,0,-,9,
1644417521,0,-,10,
1644417521,0,-,11,
1644417521,0,-,12,
1644417521,0,-,13,
1644417521,0,-,14,
1644417521,0,-,15,
1644417521,0,-,16,
1644417521,0,-,17,
1644417521,0,-,18,
1644417521,0,-,19,
1644417521,0,-,20,
1644417522,0,-,21,
1644417522,0,-,22,
1644417522,0,-,23,
1644417522,0,-,24,
1644417522,0,-,25,
1644417522,0,-,26,
1644417522,0,-,27,
1644417522,0,-,28,
1644417522,0,-,29,
1644417522,0,-,30,
1644417522,0,-,31,
1644417523,0,-,32,
1644417523,0,-,33,
1644417523,0,-,34,
1644417523,0,-,35,
1644417523,0,-,36,
1644417523,0,-,37,
1644417523,0,-,38,
1644417524,0,-,39,
1644417524,0,-,40,
1644417524,0,-,41,
1644417524,0,-,42,
1644417524,0,-,43,
1644417524,0,-,44,
1644417524,0,-,45,
1644417524,0,-,46,
1644417525,0,-,47,
1644417525,0,-,48,
1644417525,0,-,49,
1644417525,0,-,50,
1644417525,0,-,51,
1644417525,0,-,52,
1644417525,0,-,53,
1644417526,0,-,54,
1644417526,0,-,55,
1644417526,0,-,56,
1644417526,0,-,57,
1644417526,0,-,58,
1644417526,0,-,59,
1644417526,0,-,60,
1644417527,0,-,61,
1644417527,0,-,62,
1644417527,0,-,63,
1644417527,0,-,64,
1644417527,0,-,65,
1644417527,0,-,66,
1644417527,0,-,67,
1644417527,0,-,68,
1644417528,0,-,69,
1644417528,0,-,70,
1644417528,0,-,71,
1644417528,0,-,72,
1644417528,0,-,73,
1644417528,0,-,74,
1644417528,0,-,75,
1644417528,0,-,76,
1644417529,0,-,77,
1644417529,0,-,78,
1644417529,0,-,79,
1644417529,0,-,80,
1644417529,0,-,81,
1644417529,0,-,82,
1644417529,0,-,83,
1644417530,0,-,84,
1644417530,0,-,85,
1644417530,0,-,86,
1644417530,0,-,87,
1644417531,0,-,88,
1644417531,0,-,89,
1644417531,0,-,90,
1644417531,0,-,91,
1644417532,0,-,92,
1644417532,0,-,93,
1644417532,0,-,94,
1644417532,0,-,95,
1644417532,0,-,96,
1644417533,0,-,97,
1644417533,0,-,98,
1644417533,0,-,99,
1644417533,0,-,100,
1644417534,0,-,101,
