,job206_scenario2_412,job207_scenario1_413,
in27,0.02039254995735612,0.05634251589054079,
B14,0.26041079076083495,0.1404016703590955,
B11,0.12000912040173928,0.043511716310947635,
cn12,0.009896211311065883,0.0,
B54,0.2217764832607949,0.16352083671268697,
B51,0.05634251589054079,0.07020083517954773,
os4,0.38041991116257434,0.1404016703590955,
in4,0.009896211311065883,0.05634251589054079,
B33,0.38041991116257434,0.07020083517954773,
sh10,0.5004290315643137,0.2217764832607949,
in22,0.3102190759830265,0.08526568592168604,
