,job272_scenario1_516,job273_scenario1_518,job274_scenario4_519,
in27,0.2986995279903487,0.09108595037059414,0.22495339006134052,
B14,0.33344296247040195,0.1365107973391088,0.2951542252408883,
B11,0.3769546787813496,0.17514510483914886,0.19826427119274032,
cn12,0.16362555684647095,0.0,0.10494426965960107,
B54,0.40364379764994984,0.22495339006134052,0.34496251046307985,
B51,0.2450003697481703,0.10494426965960107,0.2951542252408883,
os4,0.3538355124277581,0.15475255488179263,0.2951542252408883,
in4,0.23382639202601874,0.06630996215956103,0.34496251046307985,
B33,0.28363467724821034,0.09108595037059414,0.10494426965960107,
sh10,0.40364379764994984,0.25651991774084826,0.15475255488179263,
in22,0.2569455583796103,0.12000912040173939,0.1365107973391088,
