,job86_scenario1_174,job88_scenario4_176,
in27,0.2267952857609533,0.2676788163371098,
B14,0.020392549957356176,0.14766969593537044,
B11,0.3369081948516267,0.41437705560744936,
cn12,0.2267952857609533,0.1894236655461089,
B54,0.4071090300311746,0.32593446288521777,
B51,0.30216476037157347,0.4845778907869972,
os4,0.0,0.027660575533630993,
in4,0.2267952857609533,0.32593446288521777,
B33,0.30216476037157347,0.13572450730393054,
sh10,0.5271181504329139,0.29436793520571003,
in22,0.30216476037157347,0.2676788163371098,
