,job802_scenario3_1761,job803_scenario1_1764,
in27,0.36153173781256487,0.14420702272391556,
B14,0.5313491434364959,0.11264049504440782,
B11,0.4815408582143043,0.07400618754436777,
cn12,0.4429065507142643,0.0,
B54,0.3846509041661563,0.23264961544614726,
B51,0.7215590990177831,0.14420702272391556,
os4,0.4429065507142643,0.16244878026659937,
in4,0.4815408582143043,0.08595137617580773,
B33,0.6015499786160438,0.12770534578654613,
sh10,0.4113400230347566,0.264216143125655,
in22,0.4429065507142643,0.12770534578654613,
