,job1079_scenario3_2882,job1080_scenario0_2891,
in27,0.7045773768028436,0.12000912040173939,
B14,0.9214764512527309,0.20406827487029416,
B11,0.8014673308509915,0.14123606504807795,
cn12,0.7312664956714439,0.0,
B54,0.7312664956714439,0.2689414108346241,
B51,0.8014673308509915,0.2854430877719935,
os4,0.7628330233509515,0.19357193622400393,
in4,0.7628330233509515,0.16543396737025406,
B33,0.7045773768028436,0.25387656009248577,
sh10,0.8512756160731831,0.49389480089596455,
in22,0.8014673308509915,0.2689414108346241,
