,job732_scenario1_1562,job733_scenario0_1564,
in27,0.3063130310494685,0.12000912040173939,
B14,0.43681849009749807,0.19357193622400393,
B11,0.43681849009749807,0.12679965987021413,
cn12,0.3063130310494685,0.0,
B54,0.676836730900977,0.25387656009248577,
B51,0.38168250566008866,0.2854430877719935,
os4,0.4599376564510895,0.16543396737025406,
in4,0.3063130310494685,0.1743147120585391,
B33,0.38168250566008866,0.24001824080347883,
sh10,0.4599376564510895,0.40545220817373295,
in22,0.33992853604935025,0.22718744122388568,
