,job467_scenario1_915,job469_scenario2_917,
in27,0.22849869281080087,0.011173977722151562,
B14,0.3485078132125403,0.2898265260256704,
B11,0.18986438531076083,0.12000912040173939,
cn12,0.14893684477685426,0.0,
B54,0.38007434089204806,0.2013839333034388,
B51,0.22849869281080087,0.011173977722151562,
os4,0.20180957394220084,0.3600273612052182,
in4,0.18986438531076083,0.03594996593318467,
B33,0.024430417940506766,0.09961657044438316,
sh10,0.4187086483920881,0.2013839333034388,
in22,0.2783069780329924,0.16981740562393105,
