,job413_scenario2_811,job414_scenario2_813,
in27,0.1690836107160053,0.08526568592168604,
B14,0.25314276518456,0.38041991116257434,
B11,0.1980067807471506,0.12000912040173928,
cn12,0.08605197595686442,0.0,
B54,0.23275021522720385,0.5004290315643137,
B51,0.12263730613653046,0.05634251589054079,
os4,0.422960170808491,0.38041991116257434,
in4,0.1690836107160053,0.07020083517954773,
B33,0.422960170808491,0.2217764832607949,
sh10,0.6131701263897783,0.26041079076083495,
in22,0.37315188558629947,0.2217764832607949,
