,job208_scenario3_414,job209_scenario0_415,job210_scenario2_417,
in27,0.5144192666905947,0.20845171312397104,0.1659114534780543,
B14,0.35577583878881514,0.0,0.1272771459780142,
B11,0.5846201018701425,0.2235165638661094,0.24728626637975365,
cn12,0.3944101462888552,0.07128633442721555,0.18903061983164582,
B54,0.8246383426736212,0.3986616687052582,0.5259388146832725,
B51,0.634428387092334,0.3146025142367035,0.1659114534780543,
os4,0.4877301478219944,0.26815620965722864,0.4557379795037247,
in4,0.7046292222718818,0.2315708794775626,0.20186141941123897,
B33,0.5144192666905947,0.2898265260256704,0.3672953867814931,
sh10,0.5144192666905947,0.5684790743291892,0.40592969428153314,
in22,0.7046292222718818,0.26815620965722864,0.33572885910198536,
