,job188_scenario2_367,job189_scenario0_368,job190_scenario3_370,
in27,0.3164638922129137,0.14557030979016794,0.3777917254277832,
B14,0.3662721774351053,0.22382546058116892,0.23109348615744368,
B11,0.4364730126146532,0.13050545904802957,0.32798344020559167,
cn12,0.2195739381647659,0.0,0.32798344020559167,
B54,0.40978389374605295,0.1620719867275373,0.44799256060733106,
B51,0.2897747733443137,0.20070629422757735,0.44799256060733106,
os4,0.4364730126146532,0.21188027194972892,0.2893491327055516,
in4,0.3026055729239068,0.13050545904802957,0.3777917254277832,
B33,0.5564821330163925,0.19020995558128717,0.44799256060733106,
sh10,0.40978389374605295,0.2820811071292767,0.16934001230381218,
in22,0.6266829681959404,0.21188027194972892,0.5680016810090704,
