,job792_scenario0_1846,job794_scenario1_1849,
in27,0.2921652973219995,0.24001824080347883,
B14,0.393932660181055,0.25387656009248577,
B11,0.36236613250154737,0.2854430877719935,
cn12,0.18205238823132608,0.32407739527203355,
B54,0.4476318184232334,0.6841047564772518,
B51,0.405877848812495,0.24001824080347883,
os4,0.3356770136329472,0.24001824080347883,
in4,0.36236613250154737,0.1743147120585391,
B33,0.17869040758860932,0.0,
sh10,0.6725852084845738,0.347196561625625,
in22,0.3530051196471484,0.18367572491293804,
