,job623_scenario3_1287,job628_scenario1_1292,job630_scenario0_1294,
in27,0.6870279673279394,0.3493973549862266,0.14557030979016794,
B14,0.7185944950074472,0.41306395949742514,0.21188027194972897,
B11,0.6870279673279394,0.3246213667751935,0.13050545904802957,
cn12,0.5067142230577182,0.2293882345844872,0.0,
B54,0.3972014413022689,0.2748130815530019,0.010496338646290182,
B51,0.5283845394261599,0.1463565998253462,0.0603046238684819,
os4,0.8772379229092266,0.36325567427523353,0.2007062942275774,
in4,0.6603388484593392,0.3493973549862266,0.19020995558128717,
B33,0.9972470433109659,0.39482220195474127,0.3207154146293168,
sh10,0.7185944950074472,0.6032739150787123,0.28208110712927675,
in22,0.5283845394261599,0.36325567427523353,0.1803137442702213,
