,job471_scenario2_955,job474_scenario1_961,
in27,0.31182405237142996,0.009896211311065883,
B14,0.481641457995361,0.07020083517954773,
B11,0.36163233759362157,0.2217764832607949,
cn12,0.29143150241407384,0.0,
B54,0.4549523391267608,0.19020995558128717,
B51,0.6718514135766482,0.12000912040173928,
os4,0.6718514135766482,0.10176736285905547,
in4,0.3229980300935815,0.02039254995735612,
B33,0.7918605339783875,0.1404016703590955,
sh10,0.3931988652731293,0.5004290315643137,
in22,0.5132079856748688,0.043511716310947635,
