,job498_scenario0_1016,job499_scenario2_1017,job500_scenario0_1019,
in27,0.31153032756994203,0.4496492896770914,0.14669823927033965,
B14,0.34850781321254054,0.6194666953010224,0.21689907444988749,
B11,0.3327572722162806,0.394513305239682,0.13963045944980745,
cn12,0.1849869764998534,0.299886606463597,0.0,
B54,0.4067634597606483,0.5696584100788309,0.240018240803479,
B51,0.39558948203849675,0.3191438306290618,0.21689907444988749,
os4,0.36583591922674175,0.3794484544975436,0.21689907444988749,
in4,0.3751969320811407,0.34081414699750356,0.14669823927033965,
B33,0.46046261800282673,0.4994575748992831,0.2667073596720791,
sh10,0.5969734153419356,0.6194666953010224,0.29827388735158683,
in22,0.39558948203849675,0.5696584100788309,0.1782647669498474,
