,job870_scenario0_2060,job871_scenario0_2061,job873_scenario1_2066,
in27,0.2436019423048143,0.21394715541434678,0.19826427119274032,
B14,0.2837352770292671,0.3169126999610158,0.05513598443740947,
B11,0.31681392403972825,0.2617767155236063,0.15475255488179263,
cn12,0.1359649813128399,0.10954648608471246,0.0080543156114532,
B54,0.48969577360681416,0.3817858359253457,0.34496251046307985,
B51,0.3696866532050748,0.48673010558494684,0.10494426965960107,
os4,0.2837352770292671,0.39828751286271513,0.1365107973391088,
in4,0.35774146457363487,0.2782783924609757,0.0,
B33,0.3696866532050748,0.35286266589420046,0.05513598443740947,
sh10,0.5163848924754144,0.5182966332644545,0.17514510483914886,
in22,0.382517452784668,0.2871591371492607,0.10494426965960107,
