,job937_scenario0_2308,job938_scenario1_2309,
in27,0.11047625982815534,0.3273753342780427,
B14,0.2185401915984549,0.2887410267780027,
B11,0.1869736639189472,0.3771836195002344,
cn12,0.0,0.16028454505034706,
B54,0.27223934984063325,0.3771836195002344,
B51,0.3273753342780427,0.23048538022989484,
os4,0.20736621387630333,0.23048538022989484,
in4,0.09285395397618934,0.2185401915984549,
B33,0.3273753342780427,0.243316179809488,
sh10,0.5673935750815216,0.5673935750815216,
in22,0.3273753342780427,0.3069827843206865,
