RecordTimeStamp,CurrentSystemTick,JobsId,WorkerId,ArrivalTime,AssignTime,Reason
1644420086,118,job38_scenario1_77,notAssignedYet,77,notAssignedYet,long_waiting_time,
1644420086,120,job40_scenario0_79,notAssignedYet,79,notAssignedYet,long_waiting_time,
1644420089,159,job62_scenario0_118,notAssignedYet,118,notAssignedYet,long_waiting_time,
1644420089,160,job63_scenario0_119,notAssignedYet,119,notAssignedYet,long_waiting_time,
1644420089,166,job68_scenario0_125,notAssignedYet,125,notAssignedYet,long_waiting_time,
1644420095,257,job111_scenario0_216,notAssignedYet,216,notAssignedYet,long_waiting_time,
1644420097,275,job122_scenario0_234,notAssignedYet,234,notAssignedYet,long_waiting_time,
1644420097,285,job129_scenario0_244,notAssignedYet,244,notAssignedYet,long_waiting_time,
1644420098,290,job132_scenario0_249,notAssignedYet,249,notAssignedYet,long_waiting_time,
1644420100,319,job152_scenario0_278,notAssignedYet,278,notAssignedYet,long_waiting_time,
1644420101,341,job167_scenario0_300,notAssignedYet,300,notAssignedYet,long_waiting_time,
1644420102,357,job177_scenario2_316,notAssignedYet,316,notAssignedYet,long_waiting_time,
1644420105,406,job205_scenario0_365,notAssignedYet,365,notAssignedYet,long_waiting_time,
1644420111,525,job265_scenario0_484,notAssignedYet,484,notAssignedYet,long_waiting_time,
1644420112,548,job277_scenario3_507,notAssignedYet,507,notAssignedYet,long_waiting_time,
1644420115,612,job309_scenario0_571,notAssignedYet,571,notAssignedYet,long_waiting_time,
1644420115,617,job312_scenario0_576,notAssignedYet,576,notAssignedYet,long_waiting_time,
1644420116,633,job318_scenario0_592,notAssignedYet,592,notAssignedYet,long_waiting_time,
1644420122,744,job377_scenario0_703,notAssignedYet,703,notAssignedYet,long_waiting_time,
1644420123,754,job383_scenario0_713,notAssignedYet,713,notAssignedYet,long_waiting_time,
1644420123,763,job388_scenario0_722,notAssignedYet,722,notAssignedYet,long_waiting_time,
1644420179,1134,job543_scenario0_1093,notAssignedYet,1093,notAssignedYet,long_waiting_time,
1644420184,1155,job553_scenario1_1114,notAssignedYet,1114,notAssignedYet,long_waiting_time,
1644420192,1191,job572_scenario0_1150,notAssignedYet,1150,notAssignedYet,long_waiting_time,
