RecordTimeStamp,CurrentSystemTick,JobsId,WorkerId,ArrivalTime,AssignTime,Reason
1644417489,188,job74_scenario1_147,notAssignedYet,147,notAssignedYet,long_waiting_time,
1644417489,191,job76_scenario1_150,notAssignedYet,150,notAssignedYet,long_waiting_time,
1644417489,193,job78_scenario0_152,notAssignedYet,152,notAssignedYet,long_waiting_time,
1644417489,195,job79_scenario1_154,notAssignedYet,154,notAssignedYet,long_waiting_time,
1644417490,215,job94_scenario0_174,notAssignedYet,174,notAssignedYet,long_waiting_time,
1644417492,235,job100_scenario0_194,notAssignedYet,194,notAssignedYet,long_waiting_time,
1644417492,239,job102_scenario0_198,notAssignedYet,198,notAssignedYet,long_waiting_time,
1644417492,243,job105_scenario0_202,notAssignedYet,202,notAssignedYet,long_waiting_time,
1644417492,245,job107_scenario0_204,notAssignedYet,204,notAssignedYet,long_waiting_time,
1644417492,252,job112_scenario2_211,notAssignedYet,211,notAssignedYet,long_waiting_time,
1644417493,254,job114_scenario0_213,notAssignedYet,213,notAssignedYet,long_waiting_time,
1644417494,292,job132_scenario0_251,notAssignedYet,251,notAssignedYet,long_waiting_time,
1644417495,303,job136_scenario0_262,notAssignedYet,262,notAssignedYet,long_waiting_time,
1644417496,314,job142_scenario0_273,notAssignedYet,273,notAssignedYet,long_waiting_time,
1644417499,361,job169_scenario0_320,notAssignedYet,320,notAssignedYet,long_waiting_time,
1644417500,386,job186_scenario0_345,notAssignedYet,345,notAssignedYet,long_waiting_time,
1644417500,389,job189_scenario0_348,notAssignedYet,348,notAssignedYet,long_waiting_time,
1644417501,402,job196_scenario2_361,notAssignedYet,361,notAssignedYet,long_waiting_time,
1644417504,467,job230_scenario0_426,notAssignedYet,426,notAssignedYet,long_waiting_time,
1644417506,525,job261_scenario0_484,notAssignedYet,484,notAssignedYet,long_waiting_time,
1644417507,552,job276_scenario0_511,notAssignedYet,511,notAssignedYet,long_waiting_time,
1644417511,644,job322_scenario0_603,notAssignedYet,603,notAssignedYet,long_waiting_time,
1644417512,678,job338_scenario0_637,notAssignedYet,637,notAssignedYet,long_waiting_time,
1644417513,701,job350_scenario2_660,notAssignedYet,660,notAssignedYet,long_waiting_time,
1644417514,707,job355_scenario0_666,notAssignedYet,666,notAssignedYet,long_waiting_time,
1644417558,990,job482_scenario0_949,notAssignedYet,949,notAssignedYet,long_waiting_time,
