,job989_scenario0_2474,job990_scenario1_2475,
in27,0.26041079076083495,0.3537307922939743,
B14,0.26041079076083495,0.32011528729409255,
B11,0.24001824080347878,0.3954847619047127,
cn12,0.12000912040173939,0.31021907598302667,
B54,0.30085806312862773,0.5004290315643138,
B51,0.34178560366253435,0.3804199111625744,
os4,0.24655247147182802,0.47373991269571364,
in4,0.36656159187356746,0.3954847619047127,
B33,0.0,0.10176736285905552,
sh10,0.690638987145601,0.47373991269571364,
in22,0.2754756415029733,0.5004290315643138,
