,job724_scenario1_1553,job725_scenario0_1559,
in27,0.5465145939596909,0.10615080111273245,
B14,0.5314497432175527,0.2013839333034388,
B11,0.5630162708970604,0.15157564808124713,
cn12,0.41144062281581323,0.0,
B54,0.8416688192005792,0.19020995558128723,
B51,0.6016505783971005,0.24001824080347883,
os4,0.6016505783971005,0.1698174056239311,
in4,0.5047606243489526,0.179713616934997,
B33,0.5314497432175527,0.27158476848298657,
sh10,0.5630162708970604,0.24001824080347883,
in22,0.5314497432175527,0.24001824080347883,
