,job483_scenario1_934,job484_scenario4_937,
in27,0.17869040758860932,0.3003228646719606,
B14,0.2389950314570911,0.15362462540162108,
B11,0.3091958666366389,0.37052369985150846,
cn12,0.12635453641268335,0.13050545904802963,
B54,0.42920498703837834,0.25051457944976907,
B51,0.21230591258849107,0.3003228646719606,
os4,0.2888033166792827,0.15362462540162108,
in4,0.21230591258849107,0.37052369985150846,
B33,0.2888033166792827,0.0,
sh10,0.42920498703837834,0.1101129090906734,
in22,0.3091958666366389,0.3003228646719606,
