,job443_scenario1_856,job446_scenario1_863,
in27,0.6102216665220881,0.3284608335257104,
B14,0.6449651010021413,0.2937173990456572,
B11,0.5812984964909429,0.43022819638476606,
cn12,0.5067142230577182,0.16601205325911106,
B54,0.9053758917629764,0.3986616687052583,
B51,0.6267233434594576,0.21834792443503703,
os4,0.5565225082799098,0.3102190759830266,
in4,0.49021254612034876,0.1990907002695722,
B33,0.6449651010021413,0.34885338348306666,
sh10,0.6884768173130891,0.43022819638476606,
in22,0.44845857650961024,0.0,
