RecordTimeStamp,CurrentSystemTick,JobsId,WorkerId,ArrivalTime,AssignTime,Reason
1644420087,178,job74_scenario0_137,notAssignedYet,137,notAssignedYet,long_waiting_time,
1644420088,189,job79_scenario0_148,notAssignedYet,148,notAssignedYet,long_waiting_time,
1644420092,267,job117_scenario0_226,notAssignedYet,226,notAssignedYet,long_waiting_time,
1644420093,275,job122_scenario0_234,notAssignedYet,234,notAssignedYet,long_waiting_time,
1644420093,284,job128_scenario0_243,notAssignedYet,243,notAssignedYet,long_waiting_time,
1644420094,290,job132_scenario0_249,notAssignedYet,249,notAssignedYet,long_waiting_time,
1644420094,295,job135_scenario0_254,notAssignedYet,254,notAssignedYet,long_waiting_time,
1644420095,319,job152_scenario0_278,notAssignedYet,278,notAssignedYet,long_waiting_time,
1644420096,332,job161_scenario0_291,notAssignedYet,291,notAssignedYet,long_waiting_time,
1644420096,333,job162_scenario0_292,notAssignedYet,292,notAssignedYet,long_waiting_time,
1644420099,383,job191_scenario0_342,notAssignedYet,342,notAssignedYet,long_waiting_time,
1644420099,386,job193_scenario0_345,notAssignedYet,345,notAssignedYet,long_waiting_time,
1644420099,398,job201_scenario0_357,notAssignedYet,357,notAssignedYet,long_waiting_time,
1644420100,416,job210_scenario0_375,notAssignedYet,375,notAssignedYet,long_waiting_time,
1644420108,582,job291_scenario0_541,notAssignedYet,541,notAssignedYet,long_waiting_time,
1644420110,612,job309_scenario0_571,notAssignedYet,571,notAssignedYet,long_waiting_time,
1644420110,617,job312_scenario0_576,notAssignedYet,576,notAssignedYet,long_waiting_time,
1644420111,643,job325_scenario0_602,notAssignedYet,602,notAssignedYet,long_waiting_time,
1644420114,737,job374_scenario0_696,notAssignedYet,696,notAssignedYet,long_waiting_time,
1644420116,800,job400_scenario0_759,notAssignedYet,759,notAssignedYet,long_waiting_time,
1644420117,805,job401_scenario0_764,notAssignedYet,764,notAssignedYet,long_waiting_time,
1644420138,1154,job552_scenario0_1113,notAssignedYet,1113,notAssignedYet,long_waiting_time,
1644420143,1191,job572_scenario0_1150,notAssignedYet,1150,notAssignedYet,long_waiting_time,
1644420145,1205,job580_scenario0_1164,notAssignedYet,1164,notAssignedYet,long_waiting_time,
1644420146,1210,job584_scenario0_1169,notAssignedYet,1169,notAssignedYet,long_waiting_time,
