,job473_scenario1_929,job474_scenario2_930,
in27,0.09688995404814787,0.05825564654810783,
B14,0.14669823927033943,0.21689907444988732,
B11,0.05825564654810783,0.19020995558128712,
cn12,0.0,0.03658533017966603,
B54,0.24846560212939506,0.33690819485162665,
B51,0.09688995404814787,0.00844736132591617,
os4,0.24846560212939506,0.2870999096294351,
in4,0.04708166882595627,0.1284564817276556,
B33,0.08303163475914094,0.14669823927033943,
sh10,0.2870999096294351,0.21689907444988732,
in22,0.11195480479028619,0.5271181504329139,
