,job376_scenario2_713,job382_scenario1_723,job383_scenario0_725,
in27,0.7780582777337637,0.38168250566008866,0.12679965987021413,
B14,0.728249992511572,0.4599376564510895,0.1569866060443379,
B11,0.6731140080741624,0.38168250566008866,0.1489322904328847,
cn12,0.5878483221524764,0.33992853604935025,0.0,
B54,0.898067398135503,0.5181933029991975,0.21524225259244573,
B51,0.6441908380430172,0.4599376564510895,0.5640956360755124,
os4,0.898067398135503,0.35275933562894335,0.2689414108346241,
in4,0.5977445334635423,0.32798334741791024,0.21524225259244573,
B33,0.8482591129133114,0.3666176549179503,0.18367572491293804,
sh10,0.9682682333150507,0.38168250566008866,0.3036848453146773,
in22,0.7780582777337637,0.4164259401401419,0.22718744122388568,
