,job452_scenario0_884,job453_scenario1_886,job455_scenario3_888,
in27,0.28632201197607815,0.1647001724623286,0.33061162594038296,
B14,0.3520255407210179,0.30295105040675185,0.33061162594038296,
B11,0.23880695978775318,0.3464627667176995,0.2919773184403429,
cn12,0.1153692805602558,0.14050227014015249,0.2604107907608352,
B54,0.20724043210824533,0.25314276518456025,0.0,
B51,0.3391947411414247,0.30295105040675185,0.45062074634212235,
os4,0.3160755747878332,0.3464627667176995,0.2604107907608352,
in4,0.3160755747878332,0.2682076159266986,0.33061162594038296,
B33,0.3658838600100248,0.32334360036410803,0.2919773184403429,
sh10,0.41569214523221637,0.6833709615693263,0.3804199111625745,
in22,0.41569214523221637,0.25314276518456025,0.21060250553864351,
