,job549_scenario0_1093,job550_scenario0_1095,
in27,0.2781750621957185,0.22718744122388557,
B14,0.38701020487530635,0.27426911004984184,
B11,0.2964168197384024,0.19020995558128706,
cn12,0.18294193000501224,0.060489697710652934,
B54,0.43681849009749796,0.2637727714035516,
B51,0.14166426485660977,0.0,
os4,0.3981841825974579,0.24451554723808677,
in4,0.3666176549179503,0.2637727714035516,
B33,0.43681849009749796,0.2854430877719934,
sh10,0.5568276104992375,0.4756530433532806,
in22,0.4683850177770057,0.2637727714035516,
