,job252_scenario1_486,job256_scenario1_493,
in27,0.4632025067467704,0.09688995404814787,
B14,0.3867051026559787,0.07020083517954773,
B11,0.3995359022355719,0.19020995558128712,
cn12,0.3635859363023872,0.0,
B54,0.603604177105866,0.4071090300311745,
B51,0.5334033419263182,0.09688995404814787,
os4,0.4835950567041266,0.24846560212939506,
in4,0.3747599140245388,0.017328106014201206,
B33,0.42845907226671714,0.04708166882595627,
sh10,0.603604177105866,0.33690819485162665,
in22,0.3635859363023872,0.14669823927033943,
