,job58_scenario1_126,job60_scenario1_128,
in27,0.32383616559779804,0.1453915420273938,
B14,0.16787707926287398,0.0,
B11,0.337694484886805,0.274761675283532,
cn12,0.24925189216457333,0.09108595037059408,
B54,0.6479135608698317,0.37652903814258765,
B51,0.31100536601820494,0.22495339006134046,
os4,0.35275933562894335,0.3182733915944797,
in4,0.2674936497072573,0.17514510483914886,
B33,0.4310144864199442,0.19826427119274037,
sh10,0.40789532006635276,0.46497163086481924,
in22,0.2878861996646134,0.24001824080347878,
