,job229_scenario0_451,job230_scenario2_452,job231_scenario4_454,
in27,0.11620376803691945,0.14903663102917553,0.0999621407149095,
B14,0.10883514267958783,0.21270323554037407,0.0999621407149095,
B11,0.11620376803691945,0.14903663102917553,0.1701629758944574,
cn12,0.0,0.12426064281814242,0.12035469067226573,
B54,0.19020995558128717,0.2562149518513217,0.36037293147574456,
B51,0.22884426308132721,0.1944614779976902,0.24036381107400515,
os4,0.15864342790177954,0.4731140263012091,0.1434738570258572,
in4,0.1790359778591356,0.21270323554037407,0.36037293147574456,
B33,0.16853963921284543,0.40291319112166124,0.03629553620371101,
sh10,0.468862503884806,0.2562149518513217,0.1701629758944574,
in22,0.16853963921284543,0.3531049058994697,0.20172950357396513,
