,job539_scenario2_1070,job540_scenario0_1071,
in27,0.30434947785010763,0.1084624050482943,
B14,0.36610295170373913,0.25892463088159295,
B11,0.36610295170373913,0.1141395222688204,
cn12,0.22297466494840829,0.0,
B54,0.4243585982518471,0.3429837853501477,
B51,0.25892463088159295,0.30434947785010763,
os4,0.2727829501705999,0.17589299612245202,
in4,0.21247832630211805,0.15277382976886045,
B33,0.4629929057518871,0.2460938313019998,
sh10,0.7030111465553659,0.5830020261536265,
in22,0.30434947785010763,0.2727829501705999,
