,job101_scenario2_198,job102_scenario2_199,job103_scenario3_201,
in27,0.16362555684647095,0.07098712521472617,0.05513598443740947,
B14,0.23382639202601876,0.5279044404680923,0.07825515079100093,
B11,0.28363467724821045,0.19099624561646547,0.2951542252408883,
cn12,0.12499124934643091,0.037371620214844414,0.03474343448005324,
B54,0.28363467724821045,0.21768536448506567,0.17514510483914889,
B51,0.12499124934643091,0.167877079262874,0.13651079733910887,
os4,0.3538355124277582,0.28788619966461343,0.0,
in4,0.12499124934643091,0.12924277176283394,0.17514510483914889,
B33,0.3538355124277582,0.28788619966461343,0.07825515079100093,
sh10,0.3538355124277582,0.2492518921645734,0.4151633456426277,
in22,0.3538355124277582,0.1474845293055178,0.05513598443740947,
