,job623_scenario0_1288,job624_scenario1_1290,
in27,0.1031865229593919,0.14591194923516126,
B14,0.25865304406062584,0.2241671000261622,
B11,0.11651129309621588,0.11698877920401601,
cn12,0.0,0.060646263313475224,
B54,0.20495388581844742,0.2241671000261622,
B51,0.25865304406062584,0.033957144444875076,
os4,0.24358819331848747,0.07054247462454111,
in4,0.14669823927033965,0.10415797962442286,
B33,0.20495388581844742,0.14591194923516126,
sh10,0.3369081948516267,0.3210570540743102,
in22,0.20495388581844742,0.14591194923516126,
